Time (s),Manipulability,Joint Velocities
0.05284929275512695,1.1341091966607806,"[-0.17261614605438583, 0.538910725685355, -0.026146252136054513, -0.005034736250825669, 0.28357781824586975, 0.2934152915558236, 0.18970397217368432, -0.3525682665464171, 0.03527609721670596, 0.35164820612158143]"
0.12618350982666016,1.1357650096000829,"[-0.15952751739893184, 0.5450958775565417, -0.02806393059098262, -0.005141432557352444, 0.24790934960841832, 0.2964118551880045, 0.16721380923436, -0.3557201465313985, 0.013801336497178216, 0.35568060154931536]"
0.16461658477783203,1.1373853091572925,"[-0.1459431817100503, 0.5510281866766189, -0.029396912864558367, -0.005458768027480943, 0.21066848470074892, 0.29963845687651774, 0.14322757096524769, -0.35959325473851583, -0.007981526385301913, 0.35955169952151783]"
0.18548369407653809,1.1389405471738778,"[-0.13190104382284248, 0.5571556780299283, -0.030118176673114838, -0.005667783096674381, 0.17198669710637263, 0.30295029941605295, 0.11783164280798333, -0.36354063478760756, -0.030033895085824443, 0.3635466591386406]"
0.22963976860046387,1.1404043560496417,"[-0.1174615709764556, 0.5634108004082236, -0.030259420708490775, -0.0057560398093202516, 0.132086048661033, 0.3063709321636204, 0.09117895099235458, -0.3676708573827665, -0.05229276992625552, 0.3676319908394698]"
0.24337553977966309,1.1417548507308777,"[-0.10266275934925348, 0.5699008904541539, -0.029765614145132138, -0.0057238565434217705, 0.09112225174976513, 0.309898167108558, 0.06337442262069413, -0.37190056557563356, -0.0747179644119876, 0.3718671061297622]"
0.28107142448425293,1.1429747957098035,"[-0.0875670913664268, 0.5766212108059401, -0.028640173232807178, -0.005562666754567525, 0.04932962933171369, 0.3135494702020165, 0.0345881274348883, -0.37627745533022716, -0.097254675040576, 0.3762524116901963]"
0.29633069038391113,1.1440528285183262,"[-0.07223811647181586, 0.583599228522659, -0.026872174251047952, -0.005265724852360451, 0.00694711279328625, 0.3173397168578672, 0.0049972294584453665, -0.3808193620235647, -0.11985346827053725, 0.3808057824912764]"
0.34485697746276855,1.1449840196242502,"[-0.05674484961504389, 0.5908660578059669, -0.024450806813998832, -0.004825865304313908, -0.035767716522916285, 0.32128581695656994, -0.025204065040991756, -0.38554667665966813, -0.14246668597288398, 0.38554746339336493]"
0.36551976203918457,1.145770408233639,"[-0.041161536584513894, 0.5984568275541234, -0.02136547077473162, -0.004235432998182365, -0.07853946682924275, 0.32540692491956086, -0.055806259818245836, -0.3904826077314442, -0.16504875894933474, 0.39050031210916897]"
0.40646839141845703,1.1464213772953271,"[-0.025567333904425664, 0.6064111091130102, -0.017606035753127153, -0.0034862404121875214, -0.12107597406557556, 0.3297246821938569, -0.08658671641542931, -0.39565347361663394, -0.18755645787931127, 0.39569008337146483]"
0.4241800308227539,1.1469538428926123,"[-0.010045849264191997, 0.6147734440136756, -0.013163292312989563, -0.002569535468099608, -0.16306966401163317, 0.33426349738751093, -0.117312286386261, -0.40108901383273043, -0.20994911556004997, 0.4011457775525652]"
0.45572590827941895,1.1473922361956306,"[0.005315484194546046, 0.6235939633250612, -0.008029601712551406, -0.0014759982085394165, -0.20419928126037634, 0.3390508792651848, -0.14774243770040696, -0.4068227617553325, -0.23218884736591058, 0.40690005057869644]"
0.4750974178314209,1.1477682613385258,"[0.014375046166718102, 0.632867497477343, -0.0024205589290692835, -0.00022925466258045616, -0.2259388741785945, 0.3441430530939898, -0.15452878350426452, -0.4130015743494803, -0.25931725681561524, 0.41295554749309155]"
0.4962031841278076,1.1483820779705414,"[0.021989271420530202, 0.6427245197333933, 0.0038366617466564753, 0.0012026406664747413, -0.2426560769823872, 0.34951230604258504, -0.15617620512021685, -0.4194536681078993, -0.287239809428138, 0.41938625974790755]"
