Time (s),Manipulability,Joint Velocities
0.4975404739379883,1.1420342607645588,"[-0.5889090445124674, -0.027041132969963178, -0.44808573489942194, -0.094802883026015, -0.32020172031306, 0.32017805305920294, -0.13254261861393882, -0.3842052436510072, -0.11664792120183433, -0.13213768060485317]"
0.5083463191986084,1.1433918727521952,"[-0.5890508510090172, -0.04956717727280575, -0.42307490056329955, -0.08951311340414235, -0.3202801009543119, 0.3202557997743431, -0.1319621790107836, -0.3843040674854918, -0.11329867666298567, -0.10719500112896573]"
0.556124210357666,1.1448954862419116,"[-0.5891979600448096, -0.07105757882666296, -0.3985218684137967, -0.08432539989052487, -0.3203617200740219, 0.3203373580646708, -0.13138601047792137, -0.38440653286118226, -0.11096620801327355, -0.08282338337890272]"
0.6036233901977539,1.1465513911493757,"[-0.5893541870801219, -0.09154905992751111, -0.374398293013965, -0.07923028079945726, -0.3204485490628709, 0.32042432374713387, -0.13081442986466046, -0.3845151030595523, -0.10963123765720148, -0.05900865952779901]"
0.6429159641265869,1.1483655245088005,"[-0.5895229848900663, -0.11107406492020858, -0.35067917178726465, -0.07422106852549336, -0.3205424631598809, 0.3205183113513116, -0.1302477565494739, -0.3846321678482093, -0.1092746839338877, -0.03574273326732348]"
0.6672384738922119,1.1503434650512139,"[-0.5896187976240439, -0.12962858884870765, -0.32743410212448154, -0.06927427502724223, -0.3205997069885744, 0.32059758858044646, -0.12969610993496514, -0.38470913122905526, -0.10982177614057459, -0.013117320230784624]"
0.6838493347167969,1.1524898067412601,"[-0.5899104205048051, -0.14733472438529877, -0.3043785088296964, -0.06444296988207217, -0.3207584981154911, 0.3207336727453387, -0.1291303053385463, -0.38490079511308034, -0.11141675430190628, 0.009142965129679773]"
0.7114191055297852,1.1548105944191522,"[-0.5901342023556108, -0.16411469986422536, -0.2817674011592924, -0.05966863678028699, -0.3208836258934197, 0.3208580737260316, -0.1285804457389839, -0.3850561441577549, -0.11387560434670946, 0.03075010143910247]"
0.7652184963226318,1.157309657710449,"[-0.5903802022321616, -0.1800190318206681, -0.25950603899591074, -0.0549693857895342, -0.321021354244049, 0.3209950344195256, -0.12803717016367278, -0.38522683333761687, -0.11722841972823998, 0.051780346523224816]"
0.8058152198791504,1.1599909894168399,"[-0.5906507556297703, -0.1950623513387412, -0.23759280331709468, -0.050344503280416265, -0.321172984947943, 0.3211458823785255, -0.12750090977135195, -0.385414434491864, -0.121450494940914, 0.07221356725965383]"
0.8282620906829834,1.1628581276435028,"[-0.5909483078066091, -0.20925678093563607, -0.21603045978391697, -0.04579395094224111, -0.32133990755814273, 0.32131200917720465, -0.12697205313305907, -0.38562066911914417, -0.1265151584985882, 0.09202525987070558]"
0.8681461811065674,1.1659141239498259,"[-0.5911540625847242, -0.22256266126359506, -0.19492888666330535, -0.0413304816622025, -0.32143617482551945, 0.3214340753770359, -0.12647701025539065, -0.38571736174474947, -0.1322661288809945, 0.11101974878488792]"
0.9055325984954834,1.1691598554986042,"[-0.5915061228436743, -0.2350826708437838, -0.1741034533675958, -0.03693858006508563, -0.3216279817148104, 0.3216259845677106, -0.1259677768081277, -0.38594823495329117, -0.1389040653826483, 0.12947833355495486]"
0.9553241729736328,1.1725986178461407,"[-0.5920579758064027, -0.24684326589879074, -0.1535371622553623, -0.032598489034811266, -0.32197314353076845, 0.3219363783290595, -0.12542399732007078, -0.3864118529851912, -0.14648589294385644, 0.14745164810603723]"
1.0499498844146729,1.1762344427998892,"[-0.592502226417823, -0.2577256542133565, -0.13348224193719513, -0.02836150250436055, -0.3222296403498763, 0.32218913995832715, -0.12492305323862375, -0.3867337892262512, -0.15461976662348392, 0.16446619595468698]"
1.0710947513580322,1.180065905776594,"[-0.5927755619613458, -0.2677054413322348, -0.1140190470579063, -0.02425002243198113, -0.32231945095751047, 0.32231780943603716, -0.1244951734305744, -0.3867799717124943, -0.16313140781992191, 0.18036168737483227]"
1.106525182723999,1.1840888423507299,"[-0.5935288987116356, -0.27703377371209753, -0.09470912228672752, -0.020160875422873835, -0.3228341554648622, 0.32278262476319985, -0.12393915581540069, -0.3875008807923833, -0.17284852522423275, 0.19602411707290532]"
1.1282072067260742,1.1883108830300138,"[-0.5940660296450362, -0.28544565673083466, -0.07607968904333424, -0.016215226738952454, -0.3231356124804782, 0.3230870041522857, -0.12347482693437978, -0.3878691160428253, -0.18277660937650375, 0.210399450647548]"
1.1622898578643799,1.1927251526168843,"[-0.5946361031277507, -0.2930296061498201, -0.05801409632729497, -0.012384186377911123, -0.32344948719557937, 0.32340654119891016, -0.12302536033491657, -0.3882475981277432, -0.19317510971713506, 0.2237697519477934]"
1.1908299922943115,1.1973284680068481,"[-0.5950478954496478, -0.29970559900083676, -0.040716278342802316, -0.008712340926616349, -0.3235565181067533, 0.32355553073589455, -0.12267165889965831, -0.3882665315637303, -0.2036319558799003, 0.235761054317684]"
1.2206063270568848,1.202111305687858,"[-0.5957337886264958, -0.30563280755145555, -0.023943094226531243, -0.00514392982230318, -0.3239296903202, 0.3239288994572569, -0.12224228964722503, -0.3887146442453568, -0.21477402902210638, 0.24694896992214346]"
1.2596328258514404,1.207073917553344,"[-0.5964702456110124, -0.3107213959771264, -0.007928943939112457, -0.0017223357990048262, -0.32433003764625873, 0.32432943786236346, -0.1218241895164804, -0.3891948578339676, -0.22615428007982583, 0.25691739442865735]"
1.3054864406585693,1.2122098559164238,"[-0.5972610800228021, -0.31524053934077756, 0.006654673901813071, 0.0013887837308570131, -0.3155484397394415, 0.32475935184858024, -0.12141768749636048, -0.3897104792155436, -0.2302732717272062, 0.26885883384635006]"
1.352757215499878,1.217450343745892,"[-0.5981082933569748, -0.31915416579451, 0.020588366108709066, 0.004368531179265583, -0.3054558891686099, 0.3252200879296764, -0.12102256766225047, -0.39026341126405784, -0.2337672308402379, 0.28061770800158675]"
1.3839731216430664,1.222779388752249,"[-0.5990131522421193, -0.32246817581380166, 0.03395039135234749, 0.007235202945782315, -0.2950228953199549, 0.32571217257232227, -0.12063930013781039, -0.39085396116742926, -0.23741269365289067, 0.291903569753389]"
1.4003489017486572,1.228186924449599,"[-0.5999773083460155, -0.3252061048226268, 0.04673942485856862, 0.009988871293624729, -0.2842474915232739, 0.3262365035936506, -0.12026800522452286, -0.39148320653842117, -0.24118328616014278, 0.3027321069166985]"
1.4379937648773193,1.2336623262630402,"[-0.601002367486975, -0.3273905438049577, 0.0589518255540983, 0.012629063564356495, -0.27312728061734126, 0.3267939538128069, -0.11990878796699801, -0.3921521949503025, -0.24505159732246182, 0.3131181105432654]"
1.4919242858886719,1.2391944488667301,"[-0.6020898971294961, -0.3290431223205817, 0.07058139329393927, 0.015154676001792022, -0.26165975215733533, 0.32738537558866865, -0.11956173999757046, -0.3928619494532112, -0.24898912543855514, 0.32307520511542615]"
1.504929542541504,1.2447716664974082,"[-0.6032414339384222, -0.3301844894354502, 0.08161898644656307, 0.017563999839892028, -0.24984261499236254, 0.32801160384916406, -0.11922694108215401, -0.3936134723062496, -0.2529661783209075, 0.3326155467749142]"
1.5400505065917969,1.250381915905229,"[-0.604458491577216, -0.3308343519580359, 0.09205247732939892, 0.019854549662727816, -0.23767414211895038, 0.32867346155412547, -0.11890446119401255, -0.3944077512831944, -0.25695181314443244, 0.34174962983755686]"
1.55702805519104,1.2560127419273481,"[-0.6057425662908568, -0.3310115263015877, 0.10186675031931053, 0.022022893406697986, -0.2251535321192836, 0.32937176602418383, -0.11859436236755168, -0.3952457676735539, -0.26091378030306345, 0.3504861140519377]"
1.6095738410949707,1.26165134554626,"[-0.6070951405214087, -0.3307339571557997, 0.111043305050109, 0.024064788433346695, -0.21228129879302501, 0.3301073319069783, -0.11829669970482322, -0.39612850104115954, -0.2648184057248727, 0.3588315566673409]"
1.6305875778198242,1.2672846340996073,"[-0.6085176847702658, -0.3300187950724487, 0.11956026773669673, 0.02597507862399953, -0.1990596837798301, 0.33088097392501276, -0.11801152107131778, -0.397056933471059, -0.2686305478344693, 0.36679025525516595]"
1.6477649211883545,1.272899273767027,"[-0.6100116847178798, -0.32888246998513343, 0.1273920503908812, 0.027747938947268947, -0.18549306857806508, 0.3316935122381572, -0.11773887456367377, -0.3980320497382462, -0.2723135136560411, 0.37436408303400825]"
1.6831450462341309,1.2784817439832414,"[-0.6117507970074211, -0.3273996793326649, 0.13426523839710375, 0.02934336254181445, -0.17058637352188663, 0.33311908826358805, -0.11782002765886924, -0.39985998239169845, -0.27487387881641917, 0.3826385284233797]"
1.7151179313659668,1.2840192110309605,"[-0.6134691085069695, -0.3253783120402573, 0.14048907148466364, 0.030785364387015353, -0.15665024304000028, 0.3338221936949151, -0.117501302939204, -0.4006401736739416, -0.2782806424693677, 0.3889305159361408]"
1.7284834384918213,1.2894960350597149,"[-0.6152869741230382, -0.3229816056915371, 0.14591657353737833, 0.032063849322477765, -0.14241214660809814, 0.33456257671194745, -0.11719825931098406, -0.40146552549615705, -0.28140503253120497, 0.3948082526686127]"
1.7926957607269287,1.2948983464448147,"[-0.617205424533523, -0.3202269697607403, 0.15051598652404852, 0.0331708300109471, -0.12789212485992285, 0.33534082426341677, -0.11691045365662603, -0.40233630934366266, -0.2842099566511865, 0.4002677736098797]"
1.8067197799682617,1.30021239544056,"[-0.6193125552949132, -0.316653977262125, 0.15297119879653817, 0.03380065401049233, -0.11354414119897323, 0.33610307663936256, -0.1166462773804531, -0.40316222857140466, -0.2858605266456916, 0.4037677307332793]"
1.8244433403015137,1.305423817782846,"[-0.620566103893345, -0.3120798254684488, 0.1523347711006927, 0.03375318931800609, -0.09931872951369924, 0.3374324443694707, -0.11636372489500153, -0.4049187781075427, -0.2858706895977524, 0.40491903989363115]"
1.8827576637268066,1.3105274955318948,"[-0.6225883111930609, -0.3075162353112165, 0.15143330814416106, 0.03365764149700259, -0.08488474866152898, 0.3385320843613465, -0.1161769364041991, -0.4062383304559503, -0.28554780385659456, 0.40623846945435615]"
1.959282636642456,1.315506415412043,"[-0.6246866608217868, -0.30290452160989445, 0.15001667040022446, 0.03345056166645982, -0.07027081648852256, 0.3396729839850974, -0.11600149347402458, -0.4076073617170722, -0.2849870228921859, 0.4076075278085662]"
1.9800825119018555,1.3203490816998427,"[-0.6268637517761892, -0.2982528329351486, 0.14806701882117215, 0.03312630643815683, -0.055492609775125386, 0.3408567028365779, -0.11583765268237556, -0.4090277777652525, -0.28418037205944285, 0.4090279673247187]"
2.0192267894744873,1.325044265661747,"[-0.6294484976833568, -0.29454513370372837, 0.14771121982124585, 0.03319830884244883, -0.04294415456308081, 0.34211136529687713, -0.115794751913404, -0.4071361951363309, -0.28601248828294334, 0.41053754817690735]"
2.030409574508667,1.329573635140189,"[-0.6321948070485471, -0.29157138546098627, 0.14879843837742243, 0.03357995026251845, -0.03217193145415598, 0.3434233690735823, -0.11578850411252019, -0.40267712701608027, -0.2901590641455781, 0.41211494931661763]"
2.0907375812530518,1.3339208137263898,"[-0.6342529779080472, -0.2887770003746015, 0.15043718030047853, 0.03406967942569771, -0.021890870867016597, 0.3447257112650026, -0.11553398294599761, -0.39788018264052327, -0.2955582508579133, 0.41367213141598186]"
2.1414222717285156,1.3380769053598895,"[-0.6365927624479882, -0.28582097005890006, 0.15153368470647252, 0.03444955264638142, -0.011228065114921379, 0.3460942388027353, -0.11535202928826722, -0.3932359474102588, -0.3004561649054589, 0.41531323557752486]"
2.163437843322754,1.342029293867878,"[-0.6388689318011013, -0.2821735873137327, 0.15056702254045093, 0.034382466487196, -0.0013439765967893868, 0.3473543623571898, -0.11508874568565215, -0.38833374960824857, -0.30408771181042354, 0.41470413454639465]"
2.1981372833251953,1.345767720818096,"[-0.6418006473976513, -0.27789144545807437, 0.14703585751879036, 0.03370256701855824, 0.007276232693107713, 0.3490135064578673, -0.11510901994441658, -0.3833627938443825, -0.3060555173678538, 0.4116504266596266]"
2.220644950866699,1.349286986391225,"[-0.6445950424705086, -0.273577101829444, 0.14313836020521536, 0.032951330066214195, 0.01592611409949564, 0.3505553707995987, -0.11502237677354125, -0.37844622730744765, -0.30769273408921344, 0.40848754407768095]"
2.2811667919158936,1.3525782098031875,"[-0.6474991216363942, -0.2692611855643208, 0.13877895775504528, 0.032090589588158684, 0.024530997181357542, 0.3521503646617423, -0.11495275559437115, -0.373663248105871, -0.3089283176392523, 0.4052709180906352]"
2.3446426391601562,1.3556340731417766,"[-0.6505115614430492, -0.26495569244703304, 0.13396554101450223, 0.031120300893152437, 0.0330804708885653, 0.3537989687729938, -0.11489920053837965, -0.3690251275230822, -0.30976874992857445, 0.4020160959303391]"
2.387990713119507,1.3584479194994485,"[-0.6536292557550479, -0.26067312158969, 0.12870945893333058, 0.03004100741682179, 0.041563510898454926, 0.355501494505535, -0.11486012951955941, -0.36454214422497144, -0.31022542411295667, 0.39873857732868023]"
2.4029388427734375,1.361013744610567,"[-0.6568550636067867, -0.25642260529585753, 0.12301214229225498, 0.028851250025864427, 0.04997266162892979, 0.35725886642496807, -0.11483597907285072, -0.36022771507034956, -0.31029789003884795, 0.395450910485468]"
2.449641227722168,1.363326181083393,"[-0.6601864786901432, -0.2522157027486064, 0.11688446909127959, 0.027551313399633844, 0.05829789823089342, 0.35907149247339, -0.11482532979565861, -0.35609242018067816, -0.3099981469139493, 0.39216705967046356]"
2.475562810897827,1.3653804881285947,"[-0.663624111738973, -0.24806204589989603, 0.11033214028835558, 0.026140394141146623, 0.06653121498110212, 0.3609401164832353, -0.11482780968941388, -0.35214847752263695, -0.3093323167705417, 0.3888991595730237]"
2.516464948654175,1.367172532813257,"[-0.6671684282572027, -0.2439710654071923, 0.10336120857701436, 0.024617666420000777, 0.07466484906880633, 0.3628654957401645, -0.11484297524693335, -0.3484080431164712, -0.3083075882725658, 0.3856588078467966]"
2.532463788986206,1.3686987719364132,"[-0.6708201013275997, -0.23995182392813583, 0.09597741087133564, 0.022982148204307964, 0.08269146570783925, 0.364848438939214, -0.11487043170916532, -0.3448834015877748, -0.3069313871837722, 0.3824569473033945]"
2.5619521141052246,1.3699562317669949,"[-0.6680212595784325, -0.2388371036424083, 0.09849054067017443, 0.02366465221419846, 0.08646312355045707, 0.36637917768391015, -0.11421539585830262, -0.33708608926364003, -0.3178066723391244, 0.3807554609225107]"
2.6012520790100098,1.3709246438412805,"[-0.6641336341106571, -0.2379408125811047, 0.10147803013136485, 0.024610248882657743, 0.08823875809310343, 0.368798309986551, -0.11489615208241949, -0.3277683106814453, -0.3294132667249066, 0.3787835668475649]"
2.6547765731811523,1.371588172460582,"[-0.6607806174113517, -0.2369484857049074, 0.1044697915444457, 0.02548092729947741, 0.09072709264886272, 0.37096803549342083, -0.11500123807149407, -0.3187053888061074, -0.3409724830077778, 0.3766952884708449]"
2.674989700317383,1.3719374647897966,"[-0.6573297526058001, -0.23587128824789333, 0.10739471939773504, 0.026351077246709376, 0.09324096720457145, 0.37317863221322567, -0.11508525700499872, -0.30947449014651146, -0.35244898138398373, 0.37441902511143527]"
2.713297128677368,1.3719617004104743,"[-0.6538927335632506, -0.23471477483411668, 0.11024935676921369, 0.02721495529808449, 0.09575311438632371, 0.3754369885676206, -0.11516726200835871, -0.30006325961876784, -0.36381972835995585, 0.37195535439388494]"
2.732172727584839,1.371650267253661,"[-0.6505034833222061, -0.23348728844314676, 0.11305171651506839, 0.028077410847799585, 0.09824508029508443, 0.3777438948822284, -0.11525187641623647, -0.29046120005033743, -0.37509693088565393, 0.36931251191324344]"
2.759735107421875,1.370992779151918,"[-0.6470656159393801, -0.23219445036495537, 0.11582451746767751, 0.028945725805580674, 0.10069536875995926, 0.3801102594158902, -0.11534616991810388, -0.28065193561710644, -0.386305553245602, 0.36650227569932636]"
2.787264823913574,1.3699790371440603,"[-0.6436201612780171, -0.2308439541437422, 0.11859114556393834, 0.029825429069519245, 0.10309398837187693, 0.3825323857500691, -0.11544803891657117, -0.27062704638182145, -0.3974623451995937, 0.36353306774124083]"
2.8399498462677,1.3685990880516028,"[-0.6401484400681955, -0.22944204742027563, 0.12137724550779004, 0.0307234540565964, 0.10542768210034177, 0.3850126704751769, -0.11555822155876369, -0.2603728209299614, -0.40859011293592695, 0.3604143174574215]"
2.8627853393554688,1.3668431978524127,"[-0.6366248847874818, -0.22799449838759603, 0.12421053356898554, 0.03164746528361378, 0.10768355082374827, 0.3875532831768244, -0.115677329907779, -0.2498741591601944, -0.41971370189469703, 0.3571549133921143]"
2.9052987098693848,1.364701841853087,"[-0.6330294206621231, -0.2265067135095305, 0.12712046550546247, 0.03260569964953725, 0.10984914635623858, 0.39015548303846576, -0.11580553586914062, -0.2391143544180819, -0.430859113011513, 0.3537624113403723]"
2.920440196990967,1.3621656966076932,"[-0.6293701969753253, -0.22498409107599998, 0.1301381449652691, 0.0336069579447809, 0.11191326967734937, 0.3928185484998546, -0.1159421471942368, -0.2280752497798789, -0.44205244282243167, 0.3502439880966312]"
2.969902515411377,1.3592256374289058,"[-0.6256213744205266, -0.22343090594098738, 0.13329646606057657, 0.03466082174968652, 0.11386382419534037, 0.3955446568031377, -0.11608765430873279, -0.2167353190489801, -0.4533227382583273, 0.3466070315863596]"
3.003155469894409,1.35587270751071,"[-0.621766997823146, -0.22185099872387742, 0.1366293039356603, 0.035776651538950634, 0.11568909003907614, 0.398333784831687, -0.11624323728276133, -0.2050715368474571, -0.4646947071213455, 0.34285781402023646]"
3.0357110500335693,1.352098123891891,"[-0.6177896661852058, -0.22024743467299268, 0.1401737792041288, 0.036965974641771426, 0.11737724751076166, 0.4011877883433434, -0.11640832554746426, -0.1930573729825643, -0.47620277303571057, 0.3390020418899687]"
3.0568652153015137,1.347893234398517,"[-0.6145281431056534, -0.2180019133607744, 0.14152276202111258, 0.0375764354876861, 0.1191757383422186, 0.4040987918686687, -0.11660288700933029, -0.18188373613786918, -0.48497920507947373, 0.3344230360092024]"
3.0969460010528564,1.3432678022659912,"[-0.6127440055135066, -0.21462422236006748, 0.1384848917392493, 0.037041845519013995, 0.1212440799445084, 0.40709061878568986, -0.11678337485095662, -0.1727355841069361, -0.4885689761762587, 0.3286068469920931]"
3.1484546661376953,1.3382521580700566,"[-0.610844055422783, -0.21136331164656783, 0.13562258138980057, 0.03654878059102161, 0.12300391141752129, 0.41015152631657353, -0.11697257625000747, -0.16342790499312196, -0.4922416082875796, 0.3227495048894641]"
3.1636526584625244,1.3328464489067242,"[-0.6088202036561323, -0.20821561074420422, 0.13294674047513325, 0.036101025482293075, 0.12444645403691486, 0.4132831313891719, -0.11717041592673187, -0.15394894455890493, -0.49599912892733433, 0.316838706559422]"
3.1914873123168945,1.3270511906863374,"[-0.6066672426961629, -0.20517748574384578, 0.13046897031032345, 0.03570264588594986, 0.12556171691207438, 0.4164867594076612, -0.11737683768471163, -0.14428624301196027, -0.49984313027882393, 0.31086120772619846]"
3.2346184253692627,1.3208672788413123,"[-0.6043794213370736, -0.20224518276677939, 0.12820167667923227, 0.035358071859434126, 0.12633835066355759, 0.4197644090826912, -0.11759177122250342, -0.13442584562274223, -0.5037755572804561, 0.3048030048166671]"
3.260439157485962,1.3142959918249597,"[-0.6019505404670559, -0.19941477792687043, 0.1261581711879577, 0.03507215557272128, 0.126763619139752, 0.42311691233300935, -0.11781517548344825, -0.124354224318977, -0.507797807285897, 0.2986486114972474]"
3.3005623817443848,1.3073390099559643,"[-0.5993737316612474, -0.19668217668271268, 0.12435273238150411, 0.034850193693404294, 0.12682323439866452, 0.4265456683540353, -0.11804699527576615, -0.1140564139337954, -0.5119115910959955, 0.2923815376738366]"
3.3407657146453857,1.299998422092734,"[-0.5966406656377735, -0.19404305735327124, 0.12280071720487534, 0.034697994526740515, 0.12650124462436635, 0.43005226840717803, -0.11828715984804448, -0.10351645169959903, -0.5161188908471276, 0.28598400716039374]"
3.359330892562866,1.2922767350353193,"[-0.5937433696224226, -0.19149286713171113, 0.12151861002734063, 0.03462188372603866, 0.12577994292237904, 0.4336382051855154, -0.11853561039365293, -0.09271747209690971, -0.5204214680351119, 0.2794367897366211]"
3.398089647293091,1.2841768886624143,"[-0.5906732782479459, -0.18902676356124648, 0.12052414152988977, 0.03462877843819883, 0.12463972251798776, 0.43730499506754705, -0.11879229218489994, -0.08164165098775518, -0.52482109557156, 0.2727190690519048]"
3.4233341217041016,1.275702270635603,"[-0.5874204999651661, -0.1866395546843448, 0.11983640265147273, 0.03472625707592946, 0.12305893699566908, 0.4410542628903771, -0.11905714123780632, -0.07027016963661716, -0.529319722797133, 0.26580828518269806]"
3.4686031341552734,1.2668567309590608,"[-0.5839742369106298, -0.18432565246170718, 0.11947593637427291, 0.03492260771885826, 0.12101376637419758, 0.44488767837623133, -0.11933009085141795, -0.058583229207912785, -0.5339193531731807, 0.2586799511315539]"
3.506624937057495,1.2576445992757228,"[-0.5796398094059839, -0.18192786472300454, 0.11941514243761961, 0.03518027835473805, 0.1180093252613672, 0.4483997026958068, -0.1195025548699711, -0.046400952541963525, -0.538133255874885, 0.2507633656004638]"
3.526562213897705,1.2480811731520673,"[-0.5706127241306672, -0.1786286825175425, 0.11944397066657267, 0.03525877630208319, 0.1113871490501324, 0.44929326837498923, -0.11896874003367126, -0.03291493723394482, -0.5392043985472188, 0.23903387832260115]"
3.564171314239502,1.2382438161933025,"[-0.5614062914421838, -0.17544764049481495, 0.11996266767355167, 0.035483804427958905, 0.10418838334922464, 0.45020684918798703, -0.11844065268972868, -0.01929980721468969, -0.5402995970131339, 0.22709025598226246]"
3.576040029525757,1.2281457455793205,"[-0.5520122294879409, -0.17237189408685313, 0.12098478854463943, 0.0358602402346934, 0.09639875005947066, 0.4511399491914515, -0.11791803542757232, -0.005545986242376268, -0.5414182776573194, 0.21490334927684]"
3.6127469539642334,1.2178003215406756,"[-0.5424220035278209, -0.16938824334936256, 0.1225242844071361, 0.03639314855211221, 0.08800317900781576, 0.452091995958591, -0.11740061346676464, 0.008354795303522268, -0.5425597851010036, 0.20244292403174025]"
3.704457998275757,1.2072210411411293,"[-0.5326266845279102, -0.16648306457461226, 0.1245954054316466, 0.03708775450855916, 0.07898595828665687, 0.45306234286561026, -0.11688805297935502, 0.022409204189405754, -0.5437234444396574, 0.18967744172353904]"
3.724252939224243,1.1964215341463107,"[-0.5226161496372849, -0.16364223153301033, 0.12721254115656083, 0.037949394650457706, 0.06933118673937308, 0.4540505737533383, -0.11638014540225505, 0.03662214192072568, -0.5449086968019531, 0.17657537462666015]"
3.7622151374816895,1.185415553691997,"[-0.512380765107974, -0.16085106722115639, 0.13039008866712773, 0.03898347481772575, 0.0590227204601822, 0.455056069628808, -0.11587662399872498, 0.05099623321476148, -0.5461148047573506, 0.163103653074932]"
3.7815074920654297,1.1742169787234606,"[-0.5019113748017697, -0.15809428031249356, 0.1341422871515231, 0.04019541355818222, 0.048044509303529825, 0.4560781375318696, -0.11537728516152589, 0.0655315473098129, -0.5473408646465985, 0.14922824259817918]"
3.8228635787963867,1.1628398159257227,"[-0.4911979838069417, -0.1553558721526779, 0.13848298027933392, 0.041590588741851765, 0.03638103666760219, 0.45711614076952356, -0.11488188301278177, 0.08022511097218472, -0.5485861151074125, 0.13491421371308465]"
3.8584001064300537,1.1512982003548489,"[-0.48023050543653784, -0.1526190813244253, 0.14342537737491592, 0.04317426670506855, 0.024017651462145687, 0.458169380251102, -0.11439012076189155, 0.09507042314488764, -0.5498497909161247, 0.12012554610536504]"
3.893512487411499,1.139606400765753,"[-0.46899901778463987, -0.14986634421558306, 0.1489817915015963, 0.04495149390926461, 0.010941026959530482, 0.45923722014330187, -0.11390176604517897, 0.11005704569968129, -0.5511311160565967, 0.10482578935677868]"
3.941239356994629,1.1277788242715863,"[-0.4574938220151687, -0.1470792356901248, 0.1551633475435153, 0.04692700957562598, -0.0028603675052748276, 0.4603190322090366, -0.11341663208681758, 0.12517009158285422, -0.5524292844492295, 0.08897811606859908]"
3.983269453048706,1.1158300237304635,"[-0.4457055339791766, -0.1442384266841145, 0.16197964171398135, 0.04910515409592011, -0.017395726172310864, 0.4614141579370486, -0.11293449531993216, 0.1403895877115982, -0.5537435081845286, 0.07254507848282991]"
