time,neo_distance_to_goal,neo_distance_to_obstacle1,neo_distance_to_obstacle2,manipulability
0.0,0.4732244488483019,0.41710681821815215,0.3683910381695276,0.0837515096811334
0.01,0.4719592210430273,0.4157611098002131,0.3661392518987027,0.08376535759021182
0.02,0.4706964526388169,0.4144156748980475,0.3638862012600574,0.08377998648712115
0.03,0.46943608033976314,0.4130705560677467,0.3616321226755737,0.08379541230779697
0.04,0.46817804083051995,0.4117257969432042,0.35937725314900476,0.08381165086429848
0.05,0.46692227079477056,0.4103814422271296,0.3571218300844486,0.0838287178182468
0.060000000000000005,0.46566870693496865,0.4090375376811301,0.35486609110617934,0.08384662865574585
0.07,0.46441728599327015,0.40769413011490796,0.35261027388028027,0.08386539866380585
0.08,0.4631679447735789,0.40635126737462707,0.35035461593863465,0.08388504290827489
0.09,0.4619206201646246,0.4050089983305042,0.3480993545058292,0.08390557621328192
0.09999999999999999,0.46067524916400004,0.4036673728636849,0.34584472632952795,0.08392701314217853
0.10999999999999999,0.4594317689030761,0.402326441852461,0.3435909675148719,0.0839493679799623
0.11999999999999998,0.4581901166727215,0.4009862571578949,0.3413383133634539,0.08397265471716037
0.12999999999999998,0.4569502299497543,0.3996468716089117,0.33908699821741356,0.08399688703513433
0.13999999999999999,0.4557120464240531,0.3983083389869233,0.33683725530918357,0.08402207829277088
0.15,0.454475504550594,0.3969707143385267,0.3345893169862367,0.08404824053103971
0.16,0.45324054186694546,0.3956340529372746,0.33234341348141766,0.08407538736056733
0.17,0.45200709687575014,0.39429841132599375,0.33009977385877437,0.08410353110756039
0.18000000000000002,0.45077510840633755,0.39296384693507247,0.3278586255383239,0.08413268373530389
0.19000000000000003,0.44954451564414927,0.3916304180656838,0.32562019418152743,0.08416285683693298
0.20000000000000004,0.4483152581604512,0.390298183872909,0.3233847035852613,0.08419406162921668
0.21000000000000005,0.4470872759422815,0.38896720434881354,0.32115237558467347,0.08422630894727297
0.22000000000000006,0.4458605094225867,0.38763754030552794,0.31892342996528744,0.08425960924013458
0.23000000000000007,0.44463489951050467,0.38630925335838084,0.31669808438468106,0.08429397256707997
0.24000000000000007,0.44341038762175106,0.38498240590912863,0.31447655430403715,0.08432940859464551
